Feature,Instance,LocX,LocY,Checkin
A,37,815988.12,870123.43,7086
A,37,815988.12,870123.43,7086
A,38,815048.1,732203.72,642
A,38,815048.1,732203.72,642
A,39,1027296.14,971727.52,1756
A,39,1027296.14,971727.52,1756
A,40,410175.36,546582.95,3785
A,40,410175.36,546582.95,3785
A,41,779299.77,855844.76,2020
A,41,779299.77,855844.76,2020
A,42,532198.85,282279.18,449
A,42,532198.85,282279.18,449
A,43,1028290.73,939596.31,2153
A,43,1028290.73,939596.31,2153
A,44,1174647.64,864648.46,1299
A,44,1174647.64,864648.46,1299
A,45,562016.42,794533.26,239
A,45,562016.42,794533.26,239
A,46,847441.8,733858.83,578
A,46,847441.8,733858.83,578
A,47,1058669.64,794088.03,1491
A,47,1058669.64,794088.03,1491
A,48,939667.77,968233.44,811
A,48,939667.77,968233.44,811
A,49,733488.61,973138.48,1012
A,49,733488.61,973138.48,1012
A,50,1072023.61,1012638.78,6625
A,50,1072023.61,1012638.78,6625
A,51,981952.77,745106.59,1857
A,51,981952.77,745106.59,1857
A,52,839955.11,752297.94,4394
A,52,839955.11,752297.94,4394
A,53,1136400.03,1013006.9,2878
A,53,1136400.03,1013006.9,2878
A,54,962558.87,950713.49,1167
A,54,962558.87,950713.49,1167
A,55,955779.42,772161.59,162
A,55,955779.42,772161.59,162
A,56,720342.91,764394.99,2069
A,56,720342.91,764394.99,2069
A,57,715587.15,818878.25,6856
A,57,715587.15,818878.25,6856
A,58,1027185.88,965543.13,4370
A,58,1027185.88,965543.13,4370
A,59,923925.89,655845.0,555
A,59,923925.89,655845.0,555
A,60,1040926.33,907211.83,4935
A,60,1040926.33,907211.83,4935
A,61,666796.69,972499.74,3194
A,61,666796.69,972499.74,3194
A,62,978070.2,955176.22,5929
A,62,978070.2,955176.22,5929
A,63,1081705.52,1035022.69,276
A,63,1081705.52,1035022.69,276
A,64,223458.03,670803.05,223
A,64,223458.03,670803.05,223
A,65,746648.79,739057.2,2427
A,65,746648.79,739057.2,2427
A,66,711872.76,345585.15,4183
A,66,711872.76,345585.15,4183
A,67,814859.88,1046285.36,393
A,67,814859.88,1046285.36,393
A,68,462696.91,311600.68,845
A,68,462696.91,311600.68,845
A,69,957830.96,953391.41,133
A,69,957830.96,953391.41,133
A,70,825848.23,734302.22,2448
A,70,825848.23,734302.22,2448
A,71,704330.38,852862.95,2366
A,71,704330.38,852862.95,2366
A,72,753241.13,738176.13,1728
A,72,753241.13,738176.13,1728
A,73,690289.22,985701.21,502
A,73,690289.22,985701.21,502
A,74,848935.35,889788.81,18
A,74,848935.35,889788.81,18
A,75,626494.19,1062827.58,2802
A,75,626494.19,1062827.58,2802
A,76,984915.37,944517.38,8621
A,76,984915.37,944517.38,8621
A,77,805185.76,731402.06,1558
A,77,805185.76,731402.06,1558
A,78,972548.18,1036186.25,1436
A,78,972548.18,1036186.25,1436
A,79,1105085.56,958728.47,1133
A,79,1105085.56,958728.47,1133
A,80,518471.76,1030406.99,594
A,80,518471.76,1030406.99,594
A,81,629206.19,1081625.02,1879
A,81,629206.19,1081625.02,1879
A,82,819009.75,1012703.15,1491
A,82,819009.75,1012703.15,1491
A,83,785644.85,760802.44,713
A,83,785644.85,760802.44,713
A,84,921636.0,897558.49,1098
A,84,921636.0,897558.49,1098
A,85,549889.81,513307.23,830
A,85,549889.81,513307.23,830
A,86,774711.08,809685.44,2183
A,86,774711.08,809685.44,2183
A,87,748774.96,933224.27,3546
A,87,748774.96,933224.27,3546
A,88,1113937.72,948342.85,470
A,88,1113937.72,948342.85,470
A,89,1139325.87,904289.51,1994
A,89,1139325.87,904289.51,1994
A,90,693991.35,774683.54,3822
A,90,693991.35,774683.54,3822
A,91,1011638.91,966444.38,305
A,91,1011638.91,966444.38,305
A,92,973046.03,968785.55,3126
A,92,973046.03,968785.55,3126
A,93,1020395.29,842185.89,178
A,93,1020395.29,842185.89,178
A,94,667881.49,940430.39,401
A,94,667881.49,940430.39,401
A,95,778759.59,1000340.42,121
A,95,778759.59,1000340.42,121
A,96,856025.55,826086.27,17
A,96,856025.55,826086.27,17
A,97,1006192.63,780775.44,2062
A,97,1006192.63,780775.44,2062
A,98,762897.43,1008138.47,1380
A,98,762897.43,1008138.47,1380
A,99,784605.72,859782.61,1437
A,99,784605.72,859782.61,1437
A,100,1086968.04,821716.11,3348
A,100,1086968.04,821716.11,3348
A,101,1076916.36,1036156.16,1138
A,101,1076916.36,1036156.16,1138
A,102,758648.44,1033349.29,1017
A,102,758648.44,1033349.29,1017
A,103,747556.51,758932.93,1178
A,103,747556.51,758932.93,1178
A,104,883566.59,705354.38,2721
A,104,883566.59,705354.38,2721
A,105,662925.26,962989.55,2764
A,105,662925.26,962989.55,2764
A,106,1150771.98,939619.65,1480
A,106,1150771.98,939619.65,1480
A,107,866215.33,1033969.33,86
A,107,866215.33,1033969.33,86
A,108,727223.71,971757.84,262
A,108,727223.71,971757.84,262
A,109,846539.66,878427.13,7200
A,109,846539.66,878427.13,7200
A,110,886119.33,642081.13,1263
A,110,886119.33,642081.13,1263
A,111,341456.39,360261.24,1740
A,111,341456.39,360261.24,1740
A,112,1143455.69,822707.47,260
A,112,1143455.69,822707.47,260
A,113,817485.01,612933.88,5266
A,113,817485.01,612933.88,5266
A,114,909416.95,1006483.82,2023
A,114,909416.95,1006483.82,2023
A,115,854832.71,771960.63,1426
A,115,854832.71,771960.63,1426
A,116,826510.92,880797.62,12
A,116,826510.92,880797.62,12
A,117,820631.38,849470.68,2962
A,117,820631.38,849470.68,2962
A,118,866683.11,840141.03,1179
A,118,866683.11,840141.03,1179
A,119,804141.06,870229.86,395
A,119,804141.06,870229.86,395
A,120,788606.34,766982.62,4094
A,120,788606.34,766982.62,4094
A,121,663894.23,980243.2,3528
A,121,663894.23,980243.2,3528
A,122,837306.59,609956.11,143
A,122,837306.59,609956.11,143
A,123,769832.81,880228.32,265
A,123,769832.81,880228.32,265
A,124,694101.62,776572.16,3158
A,124,694101.62,776572.16,3158
A,125,859106.2,814728.82,391
A,125,859106.2,814728.82,391
A,126,1054544.27,956907.98,796
A,126,1054544.27,956907.98,796
A,127,644803.28,622690.14,2357
A,127,644803.28,622690.14,2357
A,128,809685.35,1042437.61,1251
A,128,809685.35,1042437.61,1251
A,129,756791.8,874170.98,1043
A,129,756791.8,874170.98,1043
A,130,1180752.16,850214.49,2146
A,130,1180752.16,850214.49,2146
A,131,641649.11,496505.12,969
A,131,641649.11,496505.12,969
A,132,931972.81,939350.74,54
A,132,931972.81,939350.74,54
A,133,1102578.49,823226.27,1673
A,133,1102578.49,823226.27,1673
A,134,1087893.57,968223.33,2502
A,134,1087893.57,968223.33,2502
A,135,750802.0,1066572.04,193
A,135,750802.0,1066572.04,193
A,136,776088.8,772847.31,2208
A,136,776088.8,772847.31,2208
A,137,564509.01,513085.64,724
A,137,564509.01,513085.64,724
A,138,757205.0,1035699.79,1956
A,138,757205.0,1035699.79,1956
A,139,1081238.86,964847.14,7781
A,139,1081238.86,964847.14,7781
A,140,1133639.02,934998.22,2382
A,140,1133639.02,934998.22,2382
A,141,1028751.83,869383.48,10
A,141,1028751.83,869383.48,10
A,142,894363.38,763996.82,2762
A,142,894363.38,763996.82,2762
A,143,689372.59,812102.9,2726
A,143,689372.59,812102.9,2726
A,144,864397.68,698044.21,942
A,144,864397.68,698044.21,942
A,145,841572.29,891055.69,212
A,145,841572.29,891055.69,212
A,146,850764.15,739868.48,1908
A,146,850764.15,739868.48,1908
A,147,751837.8,989206.08,180
A,147,751837.8,989206.08,180
A,148,984180.28,962022.14,6530
A,148,984180.28,962022.14,6530
A,149,778766.27,1000339.41,797
A,149,778766.27,1000339.41,797
A,150,778511.22,898587.57,2341
A,150,778511.22,898587.57,2341
A,151,910359.19,1035763.98,6839
A,151,910359.19,1035763.98,6839
A,152,818408.32,545238.75,731
A,152,818408.32,545238.75,731
A,153,579137.13,522423.32,3900
A,153,579137.13,522423.32,3900
A,154,900646.09,992738.71,1668
A,154,900646.09,992738.71,1668
A,155,895406.97,929230.22,1112
A,155,895406.97,929230.22,1112
A,156,656968.87,1045847.57,2109
A,156,656968.87,1045847.57,2109
A,157,295925.91,683415.17,19
A,157,295925.91,683415.17,19
A,158,685102.44,1038569.04,2354
A,158,685102.44,1038569.04,2354
A,159,875785.87,763713.73,1253
A,159,875785.87,763713.73,1253
A,160,639490.65,963381.14,1416
A,160,639490.65,963381.14,1416
A,161,737156.22,943341.91,789
A,161,737156.22,943341.91,789
A,162,776859.52,770972.32,275
A,162,776859.52,770972.32,275
A,163,650857.68,690207.18,4630
A,163,650857.68,690207.18,4630
A,164,989009.55,737982.63,163
A,164,989009.55,737982.63,163
A,165,666915.86,1041228.81,370
A,165,666915.86,1041228.81,370
A,166,891991.07,1056404.32,2298
A,166,891991.07,1056404.32,2298
A,167,534454.21,1075238.08,8
A,167,534454.21,1075238.08,8
A,168,664785.24,1041384.18,1785
A,168,664785.24,1041384.18,1785
A,169,640064.23,632880.24,604
A,169,640064.23,632880.24,604
A,170,745611.88,998833.33,1809
A,170,745611.88,998833.33,1809
A,171,812465.3,872912.73,2542
A,171,812465.3,872912.73,2542
A,172,939453.93,986988.72,523
A,172,939453.93,986988.72,523
A,173,844202.99,613930.45,11879
A,173,844202.99,613930.45,11879
A,174,822324.3,749111.36,1592
A,174,822324.3,749111.36,1592
A,175,621561.35,1066475.1,2163
A,175,621561.35,1066475.1,2163
A,176,694512.59,619919.87,2057
A,176,694512.59,619919.87,2057
A,177,1150087.02,1012206.26,742
A,177,1150087.02,1012206.26,742
A,178,829614.97,737243.98,3898
A,178,829614.97,737243.98,3898
A,179,1011090.94,973751.91,447
A,179,1011090.94,973751.91,447
A,180,282963.97,594544.95,48
A,180,282963.97,594544.95,48
A,181,947379.44,1042825.47,2124
A,181,947379.44,1042825.47,2124
A,182,1040460.78,856390.15,1830
A,182,1040460.78,856390.15,1830
A,183,1026046.5,971854.88,467
A,183,1026046.5,971854.88,467
A,184,822307.59,791126.75,1183
A,184,822307.59,791126.75,1183
A,185,971427.74,907008.07,3360
A,185,971427.74,907008.07,3360
A,186,854430.64,910236.98,2130
A,186,854430.64,910236.98,2130
A,187,971349.77,928610.41,41
A,187,971349.77,928610.41,41
A,188,843179.44,837518.22,2423
A,188,843179.44,837518.22,2423
A,189,913422.03,975359.55,477
A,189,913422.03,975359.55,477
A,190,404902.82,299794.84,3184
A,190,404902.82,299794.84,3184
A,191,911818.21,911315.38,1831
A,191,911818.21,911315.38,1831
A,192,843252.95,731241.72,1021
A,192,843252.95,731241.72,1021
A,193,842115.8,610816.68,1906
A,193,842115.8,610816.68,1906
A,194,581262.18,957938.76,105
A,194,581262.18,957938.76,105
A,195,752199.77,782453.65,501
A,195,752199.77,782453.65,501
A,196,773828.98,971451.56,9258
A,196,773828.98,971451.56,9258
A,197,665226.29,799280.54,981
A,197,665226.29,799280.54,981
A,198,716199.72,889483.55,1174
A,198,716199.72,889483.55,1174
A,199,867399.26,792460.81,1775
A,199,867399.26,792460.81,1775
A,200,906638.12,818904.0,648
A,200,906638.12,818904.0,648
A,201,855959.83,733392.52,57
A,201,855959.83,733392.52,57
A,202,1094532.69,954033.66,101
A,202,1094532.69,954033.66,101
A,203,1034272.73,898051.12,395
A,203,1034272.73,898051.12,395
A,204,662094.4,504982.0,481
A,204,662094.4,504982.0,481
A,205,935079.08,1037352.66,6227
A,205,935079.08,1037352.66,6227
A,206,1069520.99,912081.07,85
A,206,1069520.99,912081.07,85
A,207,1129687.4,897285.14,3762
A,207,1129687.4,897285.14,3762
A,208,673550.53,966999.64,1340
A,208,673550.53,966999.64,1340
A,209,837827.83,783449.86,2400
A,209,837827.83,783449.86,2400
A,210,787037.05,1052331.98,1619
A,210,787037.05,1052331.98,1619
A,211,1070592.43,991487.38,10577
A,211,1070592.43,991487.38,10577
A,212,539032.88,517800.82,210
A,212,539032.88,517800.82,210
A,213,809086.15,820740.06,364
A,213,809086.15,820740.06,364
A,214,853573.05,1029343.0,655
A,214,853573.05,1029343.0,655
A,215,558615.0,952291.17,2015
A,215,558615.0,952291.17,2015
A,216,1073805.63,947051.33,1041
A,216,1073805.63,947051.33,1041
A,217,777773.91,763430.63,145
A,217,777773.91,763430.63,145
A,218,656585.74,963933.58,2643
A,218,656585.74,963933.58,2643
A,219,1095129.67,965212.34,7359
A,219,1095129.67,965212.34,7359
A,220,823663.03,1012564.35,1527
A,220,823663.03,1012564.35,1527
A,221,236889.97,667731.63,4912
A,221,236889.97,667731.63,4912
A,222,830749.89,927186.73,324
A,222,830749.89,927186.73,324
A,223,981497.24,973998.48,85
A,223,981497.24,973998.48,85
A,224,982657.78,903867.58,1215
A,224,982657.78,903867.58,1215
A,225,848771.63,749281.73,636
A,225,848771.63,749281.73,636
A,226,692530.1,741185.09,1420
A,226,692530.1,741185.09,1420
A,227,1007251.81,1024199.85,4038
A,227,1007251.81,1024199.85,4038
A,228,837101.66,735148.33,1487
A,228,837101.66,735148.33,1487
A,229,1133289.3,900916.53,6505
A,229,1133289.3,900916.53,6505
A,230,999706.09,967668.14,1168
A,230,999706.09,967668.14,1168
A,231,1185688.34,856923.2,1498
A,231,1185688.34,856923.2,1498
A,232,927146.89,904947.83,1814
A,232,927146.89,904947.83,1814
A,233,820397.49,742443.26,4644
A,233,820397.49,742443.26,4644
A,234,592606.94,793812.2,56
A,234,592606.94,793812.2,56
A,235,1155927.57,862962.65,2513
A,235,1155927.57,862962.65,2513
A,236,594549.34,530781.1,1011
A,236,594549.34,530781.1,1011
A,237,993680.65,955234.96,1560
A,237,993680.65,955234.96,1560
A,238,280489.2,593167.67,655
A,238,280489.2,593167.67,655
A,239,473875.72,1099185.07,1046
A,239,473875.72,1099185.07,1046
A,240,867820.26,772797.59,3818
A,240,867820.26,772797.59,3818
A,241,859269.93,713337.19,1144
A,241,859269.93,713337.19,1144
A,242,952052.78,846369.52,800
A,242,952052.78,846369.52,800
A,243,498684.71,949330.11,6426
A,243,498684.71,949330.11,6426
A,244,586779.75,499898.71,683
A,244,586779.75,499898.71,683
A,245,741547.77,848482.58,1715
A,245,741547.77,848482.58,1715
A,246,1037715.36,962961.22,2490
A,246,1037715.36,962961.22,2490
A,247,1013288.39,795840.93,115
A,247,1013288.39,795840.93,115
A,248,797526.44,717883.58,722
A,248,797526.44,717883.58,722
A,249,777018.79,764440.61,2613
A,249,777018.79,764440.61,2613
A,250,562677.99,794119.02,552
A,250,562677.99,794119.02,552
A,251,688367.98,996842.26,2387
A,251,688367.98,996842.26,2387
A,252,590606.63,330668.99,3054
A,252,590606.63,330668.99,3054
A,253,842006.65,576230.59,6093
A,253,842006.65,576230.59,6093
A,254,1188454.92,854899.48,1843
A,254,1188454.92,854899.48,1843
A,255,954158.9,1041763.07,2946
A,255,954158.9,1041763.07,2946
A,256,892487.8,1011954.78,2818
A,256,892487.8,1011954.78,2818
A,257,1188559.61,896374.23,175
A,257,1188559.61,896374.23,175
A,258,888559.57,655899.66,371
A,258,888559.57,655899.66,371
A,259,1065104.94,999594.97,462
A,259,1065104.94,999594.97,462
A,260,725586.48,741566.72,16328
A,260,725586.48,741566.72,16328
A,261,885406.52,1005185.23,3
A,261,885406.52,1005185.23,3
A,262,553382.56,916884.33,2535
A,262,553382.56,916884.33,2535
A,263,171184.84,682887.23,330
A,263,171184.84,682887.23,330
A,264,872486.91,828421.68,285
A,264,872486.91,828421.68,285
A,265,893208.41,856250.73,821
A,265,893208.41,856250.73,821
A,266,908765.4,1031523.02,54
A,266,908765.4,1031523.02,54
A,267,759677.55,796799.33,421
A,267,759677.55,796799.33,421
A,268,930532.72,865782.05,2146
A,268,930532.72,865782.05,2146
A,269,801612.82,867530.75,572
A,269,801612.82,867530.75,572
A,270,699806.29,961052.6,9547
A,270,699806.29,961052.6,9547
A,271,715516.99,809577.18,612
A,271,715516.99,809577.18,612
A,272,728424.34,743895.62,647
A,272,728424.34,743895.62,647
A,273,939682.25,950370.96,555
A,273,939682.25,950370.96,555
A,274,875450.62,774344.91,322
A,274,875450.62,774344.91,322
A,275,1149144.78,911268.54,4615
A,275,1149144.78,911268.54,4615
A,276,690021.92,775002.49,2551
A,276,690021.92,775002.49,2551
A,277,562992.07,516447.34,644
A,277,562992.07,516447.34,644
A,278,519230.23,1075286.0,191
A,278,519230.23,1075286.0,191
A,279,770425.33,881448.65,1003
A,279,770425.33,881448.65,1003
A,280,874942.75,1051187.68,3989
A,280,874942.75,1051187.68,3989
A,281,779447.9,584305.95,89
A,281,779447.9,584305.95,89
A,282,780934.76,898467.23,680
A,282,780934.76,898467.23,680
A,283,967530.69,827218.05,870
A,283,967530.69,827218.05,870
A,284,1066748.85,843126.5,231
A,284,1066748.85,843126.5,231
A,285,806340.73,722999.61,889
A,285,806340.73,722999.61,889
A,286,657971.26,981312.48,1293
A,286,657971.26,981312.48,1293
A,287,872173.94,913451.39,572
A,287,872173.94,913451.39,572
A,288,779462.37,868297.49,748
A,288,779462.37,868297.49,748
A,289,802664.21,816144.48,73
A,289,802664.21,816144.48,73
A,290,1139085.3,919536.67,427
A,290,1139085.3,919536.67,427
A,291,774431.52,377386.08,3579
A,291,774431.52,377386.08,3579
A,292,725792.53,742266.5,1085
A,292,725792.53,742266.5,1085
A,293,1168467.39,1008290.43,1496
A,293,1168467.39,1008290.43,1496
A,294,769797.17,816040.43,1693
A,294,769797.17,816040.43,1693
A,295,1105566.71,938958.01,18
A,295,1105566.71,938958.01,18
A,296,779337.63,855718.66,3197
A,296,779337.63,855718.66,3197
A,297,943932.36,879538.35,1558
A,297,943932.36,879538.35,1558
A,298,717345.78,914092.69,3606
A,298,717345.78,914092.69,3606
A,299,967796.88,732609.72,620
A,299,967796.88,732609.72,620
A,300,1032729.06,963400.36,2091
A,300,1032729.06,963400.36,2091
A,301,236589.25,651305.99,24
A,301,236589.25,651305.99,24
A,302,850993.58,826520.48,1244
A,302,850993.58,826520.48,1244
A,303,994445.81,862173.9,175
A,303,994445.81,862173.9,175
A,304,750471.21,758912.18,2449
A,304,750471.21,758912.18,2449
A,305,919838.4,688071.89,2459
A,305,919838.4,688071.89,2459
A,306,865779.85,781504.91,4210
A,306,865779.85,781504.91,4210
A,307,784459.81,814851.44,479
A,307,784459.81,814851.44,479
A,308,551263.07,1022222.88,5793
A,308,551263.07,1022222.88,5793
A,309,456145.78,1079679.51,1573
A,309,456145.78,1079679.51,1573
A,310,1001316.59,976646.65,1281
A,310,1001316.59,976646.65,1281
A,311,564656.03,1056636.45,1418
A,311,564656.03,1056636.45,1418
A,312,860461.65,617021.86,760
A,312,860461.65,617021.86,760
A,313,727418.62,765729.34,6325
A,313,727418.62,765729.34,6325
A,314,779594.91,860063.37,2322
A,314,779594.91,860063.37,2322
A,315,1085916.65,860393.3,5278
A,315,1085916.65,860393.3,5278
A,316,801179.57,849388.6,653
A,316,801179.57,849388.6,653
A,317,739594.24,944563.02,2926
A,317,739594.24,944563.02,2926
A,318,1164203.92,1006547.23,2162
A,318,1164203.92,1006547.23,2162
A,319,980725.4,963216.21,568
A,319,980725.4,963216.21,568
A,320,660959.47,930738.88,532
A,320,660959.47,930738.88,532
A,321,933070.97,897432.01,1551
A,321,933070.97,897432.01,1551
A,322,828047.91,734445.85,4125
A,322,828047.91,734445.85,4125
A,323,1083094.38,982017.17,2103
A,323,1083094.38,982017.17,2103
A,324,788579.61,767160.9,2169
A,324,788579.61,767160.9,2169
A,325,1017673.26,967470.94,973
A,325,1017673.26,967470.94,973
A,326,822045.86,736031.82,5011
A,326,822045.86,736031.82,5011
A,327,792277.29,761949.66,1756
A,327,792277.29,761949.66,1756
A,328,690693.51,752463.05,3885
A,328,690693.51,752463.05,3885
A,329,734884.15,935662.2,1949
A,329,734884.15,935662.2,1949
A,330,999169.26,929263.74,1044
A,330,999169.26,929263.74,1044
A,331,526635.62,1085083.92,606
A,331,526635.62,1085083.92,606
A,332,678989.01,800248.86,3839
A,332,678989.01,800248.86,3839
A,333,778394.28,722546.21,9152
A,333,778394.28,722546.21,9152
A,334,491488.71,1076681.56,746
A,334,491488.71,1076681.56,746
A,335,839749.06,549755.45,1019
A,335,839749.06,549755.45,1019
A,336,982066.37,739408.76,385
A,336,982066.37,739408.76,385
A,337,700347.58,708237.93,5332
A,337,700347.58,708237.93,5332
A,338,825340.36,734302.22,276
A,338,825340.36,734302.22,276
A,339,702180.83,776631.18,3865
A,339,702180.83,776631.18,3865
A,340,972717.47,964141.99,1480
A,340,972717.47,964141.99,1480
A,341,977726.05,993738.83,4986
A,341,977726.05,993738.83,4986
A,342,1122072.62,824052.78,1546
A,342,1122072.62,824052.78,1546
A,343,1112919.75,957400.1,936
A,343,1112919.75,957400.1,936
A,344,774981.72,771732.72,1654
A,344,774981.72,771732.72,1654
A,345,1005045.46,976361.77,285
A,345,1005045.46,976361.77,285
A,346,777129.05,682082.68,4055
A,346,777129.05,682082.68,4055
A,347,1149927.75,915549.18,479
A,347,1149927.75,915549.18,479
A,348,780914.72,768005.62,133
A,348,780914.72,768005.62,133
A,349,673601.76,831022.76,1760
A,349,673601.76,831022.76,1760
A,350,1108999.31,992390.86,1407
A,350,1108999.31,992390.86,1407
A,351,688251.04,961732.71,2168
A,351,688251.04,961732.71,2168
A,352,641068.84,644789.93,640
A,352,641068.84,644789.93,640
A,353,771480.06,986040.26,343
A,353,771480.06,986040.26,343
A,354,941068.88,879085.5,9552
A,354,941068.88,879085.5,9552
A,355,683937.45,773858.17,508
A,355,683937.45,773858.17,508
A,356,181181.94,667279.27,228
A,356,181181.94,667279.27,228
A,357,898186.91,852942.94,4076
A,357,898186.91,852942.94,4076
A,358,1062947.59,969365.94,444
A,358,1062947.59,969365.94,444
A,359,1124715.57,980950.01,193
A,359,1124715.57,980950.01,193
A,360,1014065.79,849315.75,1979
A,360,1014065.79,849315.75,1979
A,361,1063604.7,971788.16,539
A,361,1063604.7,971788.16,539
A,362,976161.22,932234.06,334
A,362,976161.22,932234.06,334
A,363,1011048.62,957264.41,2896
A,363,1011048.62,957264.41,2896
A,364,758842.23,553896.83,1869
A,364,758842.23,553896.83,1869
A,365,688219.85,996979.31,839
A,365,688219.85,996979.31,839
A,366,1018844.94,968844.2,2735
A,366,1018844.94,968844.2,2735
A,367,971256.22,943832.81,861
A,367,971256.22,943832.81,861
A,368,823246.49,748402.82,330
A,368,823246.49,748402.82,330
A,369,722751.97,913614.26,54
A,369,722751.97,913614.26,54
A,370,809416.94,1045250.45,1722
A,370,809416.94,1045250.45,1722
A,371,741858.51,1054302.84,1960
A,371,741858.51,1054302.84,1960
A,372,693247.36,741191.33,7317
A,372,693247.36,741191.33,7317
A,373,608659.56,501973.38,403
A,373,608659.56,501973.38,403
A,374,756527.84,739589.74,4810
A,374,756527.84,739589.74,4810
A,375,365403.34,653612.09,4018
A,375,365403.34,653612.09,4018
A,376,986228.49,795830.6,843
A,376,986228.49,795830.6,843
A,377,930821.18,900839.05,6724
A,377,930821.18,900839.05,6724
A,378,539810.28,555309.8,2018
A,378,539810.28,555309.8,2018
A,379,733740.32,1004316.37,4346
A,379,733740.32,1004316.37,4346
A,380,957944.57,996944.04,411
A,380,957944.57,996944.04,411
A,381,910988.46,1018462.53,3753
A,381,910988.46,1018462.53,3753
A,382,904151.09,991905.86,2243
A,382,904151.09,991905.86,2243
A,383,933258.09,810044.24,6453
A,383,933258.09,810044.24,6453
A,384,536462.32,1057234.76,1638
A,384,536462.32,1057234.76,1638
A,385,955739.32,959074.7,1910
A,385,955739.32,959074.7,1910
A,386,692593.59,1021754.69,2901
A,386,692593.59,1021754.69,2901
A,387,1028349.76,901316.18,623
A,387,1028349.76,901316.18,623
A,388,691878.55,777695.39,1798
A,388,691878.55,777695.39,1798
A,389,996847.07,981712.28,1777
A,389,996847.07,981712.28,1777
A,390,818693.44,751240.73,143
A,390,818693.44,751240.73,143
A,391,779571.52,887856.98,303
A,391,779571.52,887856.98,303
A,392,786679.54,845802.93,1486
A,392,786679.54,845802.93,1486
A,393,785284.0,764462.38,964
A,393,785284.0,764462.38,964
A,394,888441.52,841382.8,4808
A,394,888441.52,841382.8,4808
A,395,782485.12,764276.78,2909
A,395,782485.12,764276.78,2909
A,396,987590.62,817390.96,1590
A,396,987590.62,817390.96,1590
A,397,628455.52,1050993.44,7156
A,397,628455.52,1050993.44,7156
A,398,755333.89,775809.11,2572
A,398,755333.89,775809.11,2572
A,399,841928.69,756018.86,3290
A,399,841928.69,756018.86,3290
A,400,722172.81,739424.37,1918
A,400,722172.81,739424.37,1918
A,401,1150465.69,914803.16,2262
A,401,1150465.69,914803.16,2262
A,402,720790.64,739219.46,934
A,402,720790.64,739219.46,934
A,403,1108680.78,978460.78,117
A,403,1108680.78,978460.78,117
A,404,711861.63,636847.22,4039
A,404,711861.63,636847.22,4039
A,405,857256.25,757628.58,2480
A,405,857256.25,757628.58,2480
A,406,954024.13,913074.72,2350
A,406,954024.13,913074.72,2350
A,407,823818.96,736718.56,3051
A,407,823818.96,736718.56,3051
A,408,1010163.18,856560.32,7652
A,408,1010163.18,856560.32,7652
A,409,859749.96,868218.67,700
A,409,859749.96,868218.67,700
A,410,564362.0,1082181.65,800
A,410,564362.0,1082181.65,800
A,411,1049324.08,1038761.56,1098
A,411,1049324.08,1038761.56,1098
